5,1,false,true,100,512
5,1,false,true,1000,512
5,1,false,true,2000,512
5,1,false,true,3000,512
5,1,false,true,4000,512
5,1,false,true,5000,512
5,1,false,true,6000,512
5,1,false,true,7000,512
5,1,false,true,8000,512
5,1,false,true,9000,512
5,2,true,true,100,512
5,2,true,true,1000,512
5,2,true,true,2000,512
5,2,true,true,3000,512
5,2,true,true,4000,512
5,2,true,true,5000,512
5,2,true,true,6000,512
5,2,true,true,7000,512
5,2,true,true,8000,512
5,2,true,true,9000,512
4,2,true,true,100,512
4,2,true,true,1000,512
4,2,true,true,2000,512
4,2,true,true,3000,512
4,2,true,true,4000,512
4,2,true,true,5000,512
4,2,true,true,6000,512
4,2,true,true,7000,512
4,2,true,true,8000,512
4,2,true,true,9000,512
